model,rmse,mae,rmse_low,rmse_high,beats_baseline
Random Forest (786 features),0.8271523853956514,0.6605370166526147,1.140071746985965,0.606610477579786,False
LightGBM (786 features),0.7868857368504923,0.601930602354471,1.089007043992353,0.5727735137391017,True
CatBoost GPU (786 features),0.7731355701984911,0.591905119147302,1.0657532661731715,0.5668672533955968,True
KNN на базовых фичах (k=50),0.7819498170496009,0.6156575134593443,1.0746783825827404,0.5764315067614912,True
