feature,importance
avg_user_rating,2761
tag_vocab_size,2534
embedding_cosine_sim,2367
book_avg_rating,2154
ratings_count,1821
average_rating,1766
embedding_euclidean_dist,1685
year_normalized,1613
tag_jaccard,1328
history_similarity,1257
activity_score,1255
book_popularity,1021
tag_overlap_ratio,792
book_ratings_count,642
language_code_encoded,615
tag_overlap_count,590
publication_era,130
segment_encoded,58
