feature,importance
book_emb_584,0.0003288024919854094
book_emb_721,0.0003286528965660028
book_emb_623,0.0003281625558134448
book_emb_304,0.0003279581377124039
book_emb_482,0.00032759624723889937
book_emb_86,0.00032754708850946254
book_emb_108,0.00032744818047504196
book_emb_727,0.00032686809108555995
book_emb_679,0.00032673751238324435
book_emb_273,0.0003265740944897051
book_emb_306,0.0003265027742401155
book_emb_485,0.0003263245543854623
book_emb_352,0.00032602602880553195
book_emb_698,0.00032600887478902147
book_emb_421,0.00032587976765858823
book_emb_393,0.0003257918131226671
book_emb_538,0.0003257205326385828
book_emb_247,0.00032545533678257995
book_emb_399,0.0003249760292744257
book_emb_408,0.0003249076403975854
book_emb_741,0.0003246640924157138
book_emb_459,0.000324246721028006
book_emb_372,0.0003240323744138287
book_emb_132,0.0003239963453829898
book_emb_702,0.0003236878048607399
book_emb_498,0.00032363546698913054
book_emb_269,0.000323370306991763
book_emb_726,0.0003233515593887607
book_emb_376,0.0003232798595798959
book_emb_262,0.0003231517826601973
book_emb_582,0.00032292621847492946
book_emb_403,0.00032284373923149737
book_emb_24,0.0003224404057080037
book_emb_116,0.00032188168726742536
book_emb_268,0.00032172924005844636
book_emb_757,0.0003216788163328184
publication_era,0.00032167034637597237
book_emb_430,0.00032151183157845385
book_emb_556,0.000321239235203963
book_emb_555,0.00032112892228142474
book_emb_519,0.00031994858820481387
book_emb_614,0.0003199466458250446
book_emb_753,0.00031970807837418744
book_emb_60,0.0003196925745034521
book_emb_158,0.00031960006566330993
book_emb_332,0.00031948033503684194
book_emb_318,0.00031894563006926814
book_emb_436,0.0003188104401669145
book_emb_153,0.0003187035014702584
book_emb_214,0.0003178999613350278
book_emb_78,0.00031777948566722824
book_emb_250,0.0003177455399380446
book_emb_546,0.0003175814388830322
book_emb_604,0.0003175402058645437
book_emb_661,0.00031753407111540476
book_emb_449,0.0003173736738260555
book_emb_139,0.00031730852764250866
book_emb_266,0.00031729492712062574
book_emb_464,0.0003170742910564278
book_emb_542,0.00031643065922770387
book_emb_398,0.00031566142452908974
book_emb_601,0.00031560895869755655
book_emb_767,0.0003152891096166465
book_emb_396,0.00031527196666234213
book_emb_593,0.0003151497339363516
book_emb_422,0.0003151415151505311
book_emb_414,0.00031493168101203833
book_emb_68,0.0003148269023609647
book_emb_454,0.00031463391039448347
book_emb_510,0.0003145080357075656
book_emb_112,0.00031418407954705423
book_emb_50,0.0003141795859701111
book_emb_720,0.0003141445914600366
book_emb_461,0.0003137117080031309
book_emb_515,0.00031362830400151617
book_emb_689,0.00031230808070872184
book_emb_419,0.0003122492086039483
book_emb_149,0.0003120434605336744
book_emb_649,0.000311979052046472
book_emb_576,0.0003119215112250675
book_emb_553,0.00031179035825947276
book_emb_446,0.0003117532950910444
book_emb_634,0.0003109109094559843
book_emb_667,0.0003108410814216998
book_emb_699,0.00031039186678491194
book_emb_617,0.00031018125078093603
book_emb_475,0.000309958315001879
book_emb_529,0.00030988032741753434
book_emb_429,0.000309309472825128
book_emb_289,0.00030902283748371025
book_emb_621,0.00030868248056797816
book_emb_739,0.00030851988540089794
book_emb_717,0.00030849884920318557
book_emb_580,0.0003084115597082542
book_emb_451,0.00030835600918393234
book_emb_481,0.00030817331197511926
book_emb_457,0.0003079708869239595
book_emb_566,0.0003077963948999393
book_emb_442,0.0003077491082958378
book_emb_748,0.00030760261673778424
book_emb_353,0.00030712058268561376
book_emb_685,0.0003070533813813166
book_emb_509,0.0003069407093742555
book_emb_533,0.00030666967244401174
book_emb_737,0.00030646319645599723
book_emb_749,0.00030614602780316833
book_emb_528,0.0003056741606283015
book_emb_507,0.0003056546856604616
book_emb_478,0.00030531839662558503
book_emb_650,0.00030515582529494175
book_emb_714,0.0003050647456621806
book_emb_40,0.0003049532296176936
book_emb_489,0.0003049018662278681
book_emb_609,0.0003045323571231065
book_emb_531,0.00030439899792631254
book_emb_366,0.0003043041717899948
book_emb_476,0.00030418000007414005
book_emb_656,0.00030401384865005025
book_emb_598,0.0003039333211980394
book_emb_605,0.00030373515040453623
book_emb_675,0.00030361285270545066
book_emb_497,0.0003034287539516945
book_emb_425,0.00030330877636458776
book_emb_691,0.0003031535254194569
book_emb_615,0.0003029118485259728
book_emb_725,0.0003029082437262055
book_emb_643,0.0003028943801121511
book_emb_435,0.00030288008138119855
book_emb_648,0.0003027151080432508
book_emb_723,0.0003023560980480627
book_emb_477,0.00030212658451192383
book_emb_600,0.0003019228305265251
book_emb_416,0.00030114534002929314
book_emb_565,0.00030106434239628806
book_emb_571,0.00030090918908500224
book_emb_597,0.00030073674215000553
book_emb_745,0.00030072417453554356
book_emb_588,0.00030065408580628365
book_emb_676,0.00030061991922692376
book_emb_738,0.0003005528053281215
book_emb_148,0.000300535457121009
book_emb_690,0.0003004570307505536
book_emb_351,0.00030037434532358993
book_emb_572,0.0003003135393602426
book_emb_729,0.0003000645436275588
book_emb_495,0.0003000460965714943
book_emb_501,0.00029948174052842546
book_emb_535,0.00029918270076326024
book_emb_395,0.0002991101587226627
book_emb_579,0.00029910697800137465
book_emb_595,0.0002991050755397255
book_emb_645,0.00029880790295303065
book_emb_441,0.000298602021520076
book_emb_427,0.0002985368093080746
book_emb_633,0.0002985065262411931
book_emb_707,0.00029837788665829144
book_emb_684,0.0002983476293278277
book_emb_18,0.0002981890333174492
book_emb_624,0.0002981516678635132
book_emb_525,0.0002980859584387637
book_emb_664,0.0002980479669137537
book_emb_651,0.00029801669913044816
book_emb_547,0.00029790656771659787
book_emb_561,0.00029777386226482826
book_emb_440,0.0002976242752879645
book_emb_483,0.0002973557198584511
book_emb_480,0.00029708132025267153
book_emb_574,0.0002970772432854193
book_emb_453,0.00029688886262575325
book_emb_502,0.00029680076610151844
book_emb_532,0.0002967796533978815
book_emb_539,0.0002965713790731579
book_emb_388,0.0002965543195389807
book_emb_594,0.0002963714242451925
book_emb_658,0.00029633040730183167
book_emb_522,0.00029620366479038955
book_emb_412,0.0002958325930125617
book_emb_712,0.00029565125016489793
book_emb_635,0.00029556804361826223
book_emb_325,0.00029507342251646406
book_emb_428,0.0002950242967380752
book_emb_411,0.0002947937491717888
book_emb_638,0.000294789932885721
book_emb_591,0.00029463314177499244
book_emb_413,0.0002944843245150173
book_emb_407,0.00029403791126215013
book_emb_585,0.0002934425532264289
book_emb_518,0.00029342348670727497
book_emb_206,0.0002932767291378175
book_emb_438,0.0002931347407602463
book_emb_224,0.0002924789005903347
book_emb_620,0.0002924132200971966
book_emb_455,0.0002915424337967112
book_emb_545,0.0002914501166307565
book_emb_697,0.00029137802348433266
book_emb_682,0.0002908954777422236
book_emb_400,0.0002907627456644038
book_emb_567,0.00029074714199206
book_emb_724,0.000290616015499491
book_emb_460,0.0002900284117898364
book_emb_655,0.0002899690824838141
book_emb_275,0.00028990088457139595
book_emb_543,0.0002898843990417197
book_emb_732,0.00028956972140569835
book_emb_417,0.00028944915368685616
book_emb_599,0.00028906137051244393
book_emb_493,0.00028885127143017235
book_emb_506,0.00028821517887470116
book_emb_602,0.0002878545036510434
book_emb_728,0.0002876708674695835
book_emb_731,0.00028762529204645637
book_emb_709,0.0002872317251806451
book_emb_746,0.00028691902159196493
book_emb_747,0.0002868514265977795
book_emb_704,0.0002868406086696703
book_emb_524,0.00028678449861056646
book_emb_385,0.0002862857258502539
book_emb_592,0.000286081795166823
book_emb_549,0.000286009755743891
book_emb_474,0.0002855241042864553
book_emb_654,0.0002851579414904832
book_emb_659,0.000284611328583072
book_emb_760,0.0002845515934118497
book_emb_410,0.00028434394376219946
book_emb_629,0.0002842430011710023
book_emb_677,0.0002842200812506905
book_emb_491,0.0002838878367011079
book_emb_402,0.00028381602251497675
book_emb_484,0.00028360256680459695
book_emb_401,0.00028337523662726237
book_emb_520,0.000283194254159961
book_emb_382,0.0002830048535759517
book_emb_147,0.00028294729802496395
book_emb_548,0.000282627332130171
book_emb_387,0.0002824973813339279
book_emb_586,0.0002823572826972855
book_emb_765,0.000281891008462446
book_emb_581,0.000281625644870024
book_emb_637,0.0002816023035392249
book_emb_424,0.0002815703984007441
book_emb_663,0.0002814510321457146
book_emb_763,0.00028143392181302716
book_emb_386,0.0002813764642611717
book_emb_551,0.0002808200616032995
book_emb_503,0.00027966556178989907
book_emb_496,0.0002794326637336441
book_emb_540,0.0002794007608665796
book_emb_564,0.000279391254951164
book_emb_611,0.0002793885536018354
book_emb_672,0.0002791003261382157
book_emb_462,0.000278430382104211
book_emb_389,0.00027823016625078524
book_emb_711,0.0002778772845440697
book_emb_632,0.00027769564287955726
book_emb_766,0.0002773682585611319
book_emb_710,0.0002772821978697086
book_emb_514,0.00027724723879891196
book_emb_569,0.0002772411439591373
book_emb_743,0.000276964095310882
book_emb_448,0.00027642329664197713
book_emb_541,0.0002763168864070868
book_emb_415,0.0002762520251062893
book_emb_744,0.0002761895648539129
book_emb_231,0.00027611165457428486
book_emb_681,0.0002759110600389842
book_emb_701,0.0002758805841692494
book_emb_426,0.0002756969559562139
book_emb_494,0.00027561276904150827
book_emb_470,0.0002752623661915726
book_emb_488,0.00027514110246615537
book_emb_755,0.00027490436722421173
book_emb_666,0.0002747816941028481
book_emb_463,0.00027477527672217837
book_emb_433,0.0002739023103838313
book_emb_534,0.00027361694204986126
book_emb_418,0.0002734859100129941
book_emb_409,0.00027344980786477973
book_emb_647,0.00027268440201145015
book_emb_752,0.000272550345284457
book_emb_653,0.00027207250668919727
book_emb_384,0.00027188741024810703
book_emb_452,0.0002718686953932769
book_emb_560,0.0002718630736925547
book_emb_536,0.0002716577828145822
book_emb_504,0.0002716018952704326
book_emb_680,0.00027145800708762777
book_emb_616,0.0002712223780558736
book_emb_523,0.00027069521857327043
book_emb_657,0.0002702631892463615
book_emb_487,0.00026991446321746846
book_emb_444,0.0002699130763593695
book_emb_406,0.00026948822861051276
book_emb_696,0.00026865857899173993
book_emb_468,0.0002680057987054339
book_emb_570,0.0002671906512144933
book_emb_646,0.0002671289247565469
book_emb_530,0.0002671071749381312
book_emb_471,0.00026612437204204606
book_emb_673,0.0002658284818575588
book_emb_695,0.00026528059303983426
book_emb_758,0.00026479222364017053
book_emb_434,0.00026436666742487105
book_emb_423,0.00026418108055460807
book_emb_466,0.00026378761811816307
book_emb_762,0.0002634930106517172
book_emb_596,0.00026290430155182453
book_emb_404,0.00026259317371737245
book_emb_705,0.0002612484746596842
book_emb_662,0.0002610791176800696
book_emb_562,0.0002607413023155651
book_emb_394,0.00025998592229224937
book_emb_627,0.00025962990337565514
book_emb_660,0.0002591087583520464
book_emb_719,0.0002584096537694751
book_emb_686,0.0002568709176799875
book_emb_652,0.00025668774663859906
book_emb_734,0.0002564700839529377
book_emb_735,0.00025621520307602937
book_emb_527,0.0002560324308737866
book_emb_473,0.00025530797411398986
book_emb_249,0.0002545739822141489
book_emb_512,0.000253586292412656
book_emb_437,0.0002530435165609092
book_emb_587,0.0002528325498352825
book_emb_513,0.0002527168296585108
book_emb_618,0.00025192265515397194
book_emb_563,0.00025167617625824763
book_emb_733,0.000250891452100312
book_emb_687,0.0002488942818612266
book_emb_730,0.00024834435942544883
book_emb_472,0.00024817492315968
book_emb_708,0.00024798951671256857
book_emb_469,0.0002464144081651494
book_emb_432,0.0002444197664013944
book_emb_683,0.00024258265710068065
book_emb_405,0.00023194211552340544
language_code_encoded,0.00016789317382621328
book_emb_511,0.0
book_emb_607,0.0
book_emb_127,0.0
book_emb_319,0.0
book_emb_703,0.0
book_emb_223,0.0
